ensembl_gene_id,mgi_symbol,chromosome_name,gene_biotype
ENSMUSG00000048988,Elfn1,5,protein_coding
ENSMUSG00000048992,Prss32,17,protein_coding
ENSMUSG00000048997,Atxn7l2,3,protein_coding
ENSMUSG00000049001,Ndnf,6,protein_coding
ENSMUSG00000049037,Clec4a1,6,protein_coding
ENSMUSG00000049038,Mterf2,10,protein_coding
ENSMUSG00000049044,Rapgef4,2,protein_coding
ENSMUSG00000049047,Armcx3,X,protein_coding
ENSMUSG00000049076,Acap2,16,protein_coding
ENSMUSG00000049086,Bmyc,2,protein_coding
ENSMUSG00000049090,Zadh2,18,protein_coding
ENSMUSG00000049091,Sephs2,7,protein_coding
ENSMUSG00000049092,Gpr137c,14,protein_coding
ENSMUSG00000049093,Il23r,6,protein_coding
ENSMUSG00000049097,Ankrd34a,3,protein_coding
ENSMUSG00000049100,Pcdh10,3,protein_coding
ENSMUSG00000049103,Ccr2,9,protein_coding
ENSMUSG00000049106,Dcaf5,12,protein_coding
ENSMUSG00000049107,Ntf3,6,protein_coding
ENSMUSG00000049109,Themis,10,protein_coding
ENSMUSG00000049112,Oxtr,6,protein_coding
ENSMUSG00000049115,Agtr1a,13,protein_coding
ENSMUSG00000049119,Fam110b,4,protein_coding
ENSMUSG00000049122,Frmd3,4,protein_coding
ENSMUSG00000049124,Gm8186,17,processed_pseudogene
ENSMUSG00000049130,C5ar1,7,protein_coding
ENSMUSG00000049134,Nrap,19,protein_coding
ENSMUSG00000049148,Plcxd3,15,protein_coding
ENSMUSG00000049160,Tex50,1,protein_coding
ENSMUSG00000049164,Zfp518a,19,protein_coding
ENSMUSG00000049173,Myoz3,18,protein_coding
ENSMUSG00000049176,Frmpd4,X,protein_coding
ENSMUSG00000049184,Purg,8,protein_coding
ENSMUSG00000049191,Rtl5,X,protein_coding
ENSMUSG00000049225,Pdp1,4,protein_coding
ENSMUSG00000049230,Gm9833,3,protein_coding
ENSMUSG00000049231,Gm12497,3,processed_pseudogene
ENSMUSG00000049232,Tigd2,6,protein_coding
ENSMUSG00000049235,Gm7324,14,protein_coding
ENSMUSG00000049241,Hcar1,5,protein_coding
ENSMUSG00000049246,Hspe1-ps2,12,processed_pseudogene
ENSMUSG00000049252,Lrp1b,2,protein_coding
ENSMUSG00000049265,Kcnk3,5,protein_coding
ENSMUSG00000049281,Scn3b,9,protein_coding
ENSMUSG00000049285,Mblac1,5,protein_coding
ENSMUSG00000049287,Iba57,11,protein_coding
ENSMUSG00000049288,Lix1l,3,protein_coding
ENSMUSG00000049295,Zfp219,14,protein_coding
ENSMUSG00000049299,Trappc1,11,protein_coding
ENSMUSG00000049300,Prmt6,3,protein_coding
ENSMUSG00000049303,Syt12,19,protein_coding
ENSMUSG00000049305,Ccdc71,9,protein_coding
ENSMUSG00000049307,Fut4,9,protein_coding
ENSMUSG00000049313,Sorl1,9,protein_coding
ENSMUSG00000049321,Zfp2,11,protein_coding
ENSMUSG00000049323,Smcr8,11,protein_coding
ENSMUSG00000049327,Kmt5a,5,protein_coding
ENSMUSG00000049336,Tenm2,11,protein_coding
ENSMUSG00000049339,Retreg2,1,protein_coding
ENSMUSG00000049350,Zg16,7,protein_coding
ENSMUSG00000049354,Dcaf7,11,protein_coding
ENSMUSG00000049357,Brd8dc,18,protein_coding
ENSMUSG00000049362,Olfr173,16,protein_coding
ENSMUSG00000049387,Cox7b2,5,protein_coding
ENSMUSG00000049401,Ogfr,2,protein_coding
ENSMUSG00000049404,Rarres1,3,protein_coding
ENSMUSG00000049409,Prokr1,6,protein_coding
ENSMUSG00000049411,Tmem241,18,protein_coding
ENSMUSG00000049420,Tmem200a,10,protein_coding
ENSMUSG00000049421,Zfp260,7,protein_coding
ENSMUSG00000049422,Chchd10,10,protein_coding
ENSMUSG00000049436,Upk1b,16,protein_coding
ENSMUSG00000049439,Cyp20a1,1,protein_coding
ENSMUSG00000049470,Aff4,11,protein_coding
ENSMUSG00000049482,Ctu2,8,protein_coding
ENSMUSG00000049488,Tmem67,4,protein_coding
ENSMUSG00000049489,Ccnq,11,protein_coding
ENSMUSG00000049493,Pls1,9,protein_coding
ENSMUSG00000049502,Dtx3l,16,protein_coding
ENSMUSG00000049504,Proser1,3,protein_coding
ENSMUSG00000049511,Htr1b,9,protein_coding
ENSMUSG00000049516,Spty2d1,7,protein_coding
ENSMUSG00000049517,Rps23,13,protein_coding
ENSMUSG00000049521,Cdc42ep1,15,protein_coding
ENSMUSG00000049526,Tmem202,9,protein_coding
ENSMUSG00000049532,Sall2,14,protein_coding
ENSMUSG00000049536,Tceal1,X,protein_coding
ENSMUSG00000049537,Tecrl,5,protein_coding
ENSMUSG00000049538,Adamts16,13,protein_coding
ENSMUSG00000049550,Clip1,5,protein_coding
ENSMUSG00000049551,Fzd9,5,protein_coding
ENSMUSG00000049553,Polr1a,6,protein_coding
ENSMUSG00000049555,Tmie,9,protein_coding
ENSMUSG00000049556,Lingo1,9,protein_coding
ENSMUSG00000049562,Ap5b1,19,protein_coding
ENSMUSG00000049565,Aknad1,3,protein_coding
ENSMUSG00000049571,Cfap46,7,protein_coding
ENSMUSG00000049576,Zfa-ps,10,transcribed_processed_pseudogene
ENSMUSG00000049577,Zfpm1,8,protein_coding
ENSMUSG00000049580,Tsku,7,protein_coding
ENSMUSG00000049583,Grm5,7,protein_coding
ENSMUSG00000049588,Ccdc69,11,protein_coding
ENSMUSG00000049598,Vsig8,1,protein_coding
ENSMUSG00000049600,Zbtb45,7,protein_coding
ENSMUSG00000049606,Zfp644,5,protein_coding
ENSMUSG00000049612,Omg,11,protein_coding
ENSMUSG00000049624,Slc17a5,9,protein_coding
ENSMUSG00000049625,Tifab,13,protein_coding
ENSMUSG00000049630,C1ql3,2,protein_coding
ENSMUSG00000049641,Vgll2,10,protein_coding
ENSMUSG00000049643,2310022A10Rik,7,protein_coding
ENSMUSG00000049653,Spatc1,15,protein_coding
ENSMUSG00000049657,Zbtb5,4,protein_coding
ENSMUSG00000049658,Bdp1,13,protein_coding
ENSMUSG00000049659,Aftph,11,protein_coding
ENSMUSG00000049670,Morn4,19,protein_coding
ENSMUSG00000049672,Zbtb14,17,protein_coding
ENSMUSG00000049676,Catsperg1,7,protein_coding
ENSMUSG00000049680,Urgcp,11,protein_coding
ENSMUSG00000049686,Orai1,5,protein_coding
ENSMUSG00000049687,Pheta2,15,protein_coding
ENSMUSG00000049690,Nckap5,1,protein_coding
ENSMUSG00000049709,Nlrp10,7,protein_coding
ENSMUSG00000049717,Lig4,8,protein_coding
ENSMUSG00000049721,Gal3st1,11,protein_coding
ENSMUSG00000049723,Mmp12,9,protein_coding
ENSMUSG00000049728,Zfp668,7,protein_coding
ENSMUSG00000049739,Zfp646,7,protein_coding
ENSMUSG00000049744,Arhgap15,2,protein_coding
ENSMUSG00000049751,Rpl36al,12,protein_coding
ENSMUSG00000049755,Zfp672,11,protein_coding
ENSMUSG00000049760,Micos13,17,protein_coding
ENSMUSG00000049764,Zfp280b,10,protein_coding
ENSMUSG00000049775,Tmsb4x,X,protein_coding
ENSMUSG00000049791,Fzd4,7,protein_coding
ENSMUSG00000049792,Bag5,12,protein_coding
ENSMUSG00000049799,Lrrc19,4,protein_coding
ENSMUSG00000049800,Sertad2,11,protein_coding
ENSMUSG00000049804,Armcx4,X,protein_coding
ENSMUSG00000049807,Arhgap23,11,protein_coding
ENSMUSG00000049811,Fam161a,11,protein_coding
ENSMUSG00000049823,Zbtb12,17,protein_coding
ENSMUSG00000049832,Rbx1-ps,17,processed_pseudogene
ENSMUSG00000049858,Suox,10,protein_coding
ENSMUSG00000049866,Arl4c,1,protein_coding
ENSMUSG00000049871,Nlrc3,16,protein_coding
ENSMUSG00000049872,Calhm5,10,protein_coding
ENSMUSG00000049878,Rlf,4,protein_coding
ENSMUSG00000049881,2810025M15Rik,1,transcribed_processed_pseudogene
ENSMUSG00000049882,Vcpkmt,12,protein_coding
ENSMUSG00000049892,Rasd1,11,protein_coding
ENSMUSG00000049897,Stkld1,2,protein_coding
ENSMUSG00000049904,Tmem17,11,protein_coding
ENSMUSG00000049907,Rasl11b,5,protein_coding
ENSMUSG00000049922,Slc35c1,2,protein_coding
ENSMUSG00000049928,Glp2r,11,protein_coding
ENSMUSG00000049929,Lpar4,X,protein_coding
ENSMUSG00000049932,H2ax,9,protein_coding
ENSMUSG00000049940,Pgrmc2,3,protein_coding
ENSMUSG00000049950,Rpp38,2,protein_coding
ENSMUSG00000049957,Ccdc137,11,protein_coding
ENSMUSG00000049960,Mrps16,14,protein_coding
ENSMUSG00000049969,Plekhf2,4,protein_coding
ENSMUSG00000049971,Glt1d1,5,protein_coding
ENSMUSG00000049985,Ankrd55,13,protein_coding
ENSMUSG00000049988,Lrrc25,8,protein_coding
ENSMUSG00000049999,Ppp1r3d,2,protein_coding
ENSMUSG00000050002,Idnk,13,protein_coding
ENSMUSG00000050010,Shisa3,5,protein_coding
ENSMUSG00000050014,Apol10b,15,protein_coding
ENSMUSG00000050017,Pitpnb,5,protein_coding
ENSMUSG00000050022,Amz1,5,protein_coding
ENSMUSG00000050029,Rap2c,X,protein_coding
ENSMUSG00000050043,Tmx2,2,protein_coding
ENSMUSG00000050050,Ccdc158,5,protein_coding
ENSMUSG00000050052,Tdrp,8,protein_coding
ENSMUSG00000050064,Zfp697,3,protein_coding
ENSMUSG00000050069,Grem2,1,protein_coding
ENSMUSG00000050075,Gpr171,3,protein_coding
ENSMUSG00000050079,Rspry1,8,protein_coding
ENSMUSG00000050088,1600012H06Rik,17,protein_coding
ENSMUSG00000050103,Agmo,12,protein_coding
ENSMUSG00000050105,Grrp1,4,protein_coding
ENSMUSG00000050106,Tmc8,11,protein_coding
ENSMUSG00000050122,Vwa3b,1,protein_coding
ENSMUSG00000050132,Sarm1,11,protein_coding
ENSMUSG00000050138,Kcnk12,17,protein_coding
ENSMUSG00000050141,Fam205c,4,protein_coding
ENSMUSG00000050144,Slc25a44,3,protein_coding
ENSMUSG00000050147,F2rl3,8,protein_coding
ENSMUSG00000050148,Ubqln2,X,protein_coding
ENSMUSG00000050150,Slc9b1,3,protein_coding
ENSMUSG00000050157,Gm867,10,protein_coding
ENSMUSG00000050174,Nudt6,3,protein_coding
ENSMUSG00000050188,Lsm10,4,protein_coding
ENSMUSG00000050192,Eif5a2,3,protein_coding
ENSMUSG00000050195,Scd4,19,protein_coding
ENSMUSG00000050199,Lgr4,2,protein_coding
ENSMUSG00000050211,Pla2g4e,2,protein_coding
ENSMUSG00000050212,Eva1b,4,protein_coding
ENSMUSG00000050213,Snip1,4,protein_coding
ENSMUSG00000050222,Il17d,14,protein_coding
ENSMUSG00000050229,Pigm,1,protein_coding
ENSMUSG00000050234,Gja4,4,protein_coding
ENSMUSG00000050240,Hic2,16,protein_coding
ENSMUSG00000050241,Klre1,6,protein_coding
ENSMUSG00000050243,Gm5446,13,processed_pseudogene
ENSMUSG00000050244,Heatr1,13,protein_coding
ENSMUSG00000050248,Evc2,5,protein_coding
ENSMUSG00000050270,Tmem220,11,protein_coding
ENSMUSG00000050271,Prag1,8,protein_coding
ENSMUSG00000050272,Dscam,16,protein_coding
ENSMUSG00000050276,Mrgprg,7,protein_coding
ENSMUSG00000050288,Fzd2,11,protein_coding
ENSMUSG00000050295,Foxc1,13,protein_coding
ENSMUSG00000050296,Abca12,1,protein_coding
ENSMUSG00000050299,Gm9843,16,processed_pseudogene
ENSMUSG00000050310,Rictor,15,protein_coding
ENSMUSG00000050312,Nsun3,16,protein_coding
ENSMUSG00000050315,Synpo2,3,protein_coding
ENSMUSG00000050323,Ndufaf6,4,protein_coding
ENSMUSG00000050332,Amer1,X,protein_coding
ENSMUSG00000050334,C130071C03Rik,13,lincRNA
ENSMUSG00000050335,Lgals3,14,protein_coding
ENSMUSG00000050350,Gpr18,14,protein_coding
ENSMUSG00000050357,Carmil2,8,protein_coding
ENSMUSG00000050368,Hoxd10,2,protein_coding
ENSMUSG00000050370,Ch25h,19,protein_coding
ENSMUSG00000050373,Snx21,2,protein_coding
ENSMUSG00000050377,Il31ra,13,protein_coding
ENSMUSG00000050379,Septin6,X,protein_coding
ENSMUSG00000050382,Kif7,7,protein_coding
ENSMUSG00000050390,C77080,4,protein_coding
ENSMUSG00000050394,Armcx6,X,protein_coding
ENSMUSG00000050395,Tnfsf15,4,protein_coding
ENSMUSG00000050410,Tcf19,17,protein_coding
ENSMUSG00000050428,Fbxo46,7,protein_coding
ENSMUSG00000050439,Enthd1,15,protein_coding
ENSMUSG00000050440,Hamp,7,protein_coding
ENSMUSG00000050447,Lypd6,2,protein_coding
ENSMUSG00000050471,Fam118b,9,protein_coding
ENSMUSG00000050490,Psma5-ps,10,processed_pseudogene
ENSMUSG00000050503,Fbxl22,9,protein_coding
ENSMUSG00000050505,Pcdh20,14,protein_coding
ENSMUSG00000050530,Fam171a1,2,protein_coding
ENSMUSG00000050533,Gm9845,3,processed_pseudogene
ENSMUSG00000050538,B230217C12Rik,11,protein_coding
ENSMUSG00000050541,Adra1b,11,protein_coding
ENSMUSG00000050545,Fam228b,12,protein_coding
ENSMUSG00000050549,Fam241a,3,protein_coding
ENSMUSG00000050552,Lamtor4,5,protein_coding
ENSMUSG00000050555,Hyls1,9,protein_coding
ENSMUSG00000050556,Kcnb1,2,protein_coding
ENSMUSG00000050558,Prokr2,2,protein_coding
ENSMUSG00000050565,Tor1aip2,1,protein_coding
ENSMUSG00000050567,Maml1,11,protein_coding
ENSMUSG00000050587,Lrrc4c,2,protein_coding
ENSMUSG00000050592,Fam78a,2,protein_coding
ENSMUSG00000050600,Zfp831,2,protein_coding
ENSMUSG00000050605,Zfp61,7,protein_coding
ENSMUSG00000050608,Micos10,4,protein_coding
ENSMUSG00000050619,Zscan29,2,protein_coding
ENSMUSG00000050621,Rps27rt,9,protein_coding
ENSMUSG00000050623,Catsperz,19,protein_coding
ENSMUSG00000050627,Gpd1l,9,protein_coding
ENSMUSG00000050628,Ubald2,11,protein_coding
ENSMUSG00000050640,Tmem150c,5,protein_coding
ENSMUSG00000050663,Trhde,10,protein_coding
ENSMUSG00000050666,Vstm4,14,protein_coding
ENSMUSG00000050668,Gpatch11,17,protein_coding
ENSMUSG00000050671,Ism2,12,protein_coding
ENSMUSG00000050675,Gp1ba,11,protein_coding
ENSMUSG00000050697,Prkaa1,15,protein_coding
ENSMUSG00000050702,4930563M21Rik,9,protein_coding
ENSMUSG00000050705,2310061I04Rik,17,protein_coding
ENSMUSG00000050708,Ftl1,7,protein_coding
ENSMUSG00000050714,Zbtb26,2,protein_coding
ENSMUSG00000050721,Plekho2,9,protein_coding
ENSMUSG00000050730,Arhgap42,9,protein_coding
ENSMUSG00000050732,Vamp8,6,protein_coding
ENSMUSG00000050737,Ptges,2,protein_coding
ENSMUSG00000050751,Pgbd5,8,protein_coding
ENSMUSG00000050761,Gp1bb,16,protein_coding
ENSMUSG00000050777,Tmem37,1,protein_coding
ENSMUSG00000050786,Ccdc126,6,protein_coding
ENSMUSG00000050796,B3galt6,4,protein_coding
ENSMUSG00000050812,Ecpas,4,protein_coding
ENSMUSG00000050818,Olfr330,11,protein_coding
ENSMUSG00000050821,Fam131a,16,protein_coding
ENSMUSG00000050830,Vwc2,11,protein_coding
ENSMUSG00000050840,Cdh20,1,protein_coding
ENSMUSG00000050846,Zfp623,15,protein_coding
ENSMUSG00000050855,Zfp940,7,protein_coding
ENSMUSG00000050856,Atp5k,5,protein_coding
ENSMUSG00000050860,Phospho1,11,protein_coding
ENSMUSG00000050875,Minar2,18,protein_coding
ENSMUSG00000050876,Spata31d1a,13,protein_coding
ENSMUSG00000050890,Pdik1l,4,protein_coding
ENSMUSG00000050891,Tatdn1,15,protein_coding
ENSMUSG00000050908,Tvp23a,16,protein_coding
ENSMUSG00000050910,Cdr2l,11,protein_coding
ENSMUSG00000050912,Tmem123,9,protein_coding
ENSMUSG00000050914,Ankrd37,8,protein_coding
ENSMUSG00000050919,Zfp366,13,protein_coding
ENSMUSG00000050926,Dcaf12l2,X,protein_coding
ENSMUSG00000050930,Map10,8,protein_coding
ENSMUSG00000050931,Sgms2,3,protein_coding
ENSMUSG00000050944,Efcab5,11,protein_coding
ENSMUSG00000050945,Zfp438,18,protein_coding
ENSMUSG00000050947,Amigo1,3,protein_coding
ENSMUSG00000050953,Gja1,10,protein_coding
ENSMUSG00000050954,Zfp169,13,protein_coding
ENSMUSG00000050957,Insl6,19,protein_coding
ENSMUSG00000050965,Prkca,11,protein_coding
ENSMUSG00000050967,Creg2,1,protein_coding
ENSMUSG00000050973,Gdpgp1,7,protein_coding
ENSMUSG00000050974,Gm9847,12,processed_pseudogene
ENSMUSG00000050989,Selenon,4,protein_coding
ENSMUSG00000050994,Adgb,10,protein_coding
ENSMUSG00000051000,Fam160a1,3,protein_coding
ENSMUSG00000051007,Gatd1,7,protein_coding
ENSMUSG00000051022,Hs3st1,5,protein_coding
ENSMUSG00000051034,Zfp11,5,protein_coding
ENSMUSG00000051037,Zfp455,13,protein_coding
ENSMUSG00000051041,Olfml1,7,protein_coding
ENSMUSG00000051043,Gprc5c,11,protein_coding
ENSMUSG00000051048,P4ha3,7,protein_coding
ENSMUSG00000051065,Mb21d2,16,protein_coding
ENSMUSG00000051074,4930579K19Rik,9,processed_transcript
ENSMUSG00000051076,Vtcn1,3,protein_coding
ENSMUSG00000051098,Mblac2,13,protein_coding
ENSMUSG00000051111,Sv2c,13,protein_coding
ENSMUSG00000051113,Fam71e1,7,protein_coding
ENSMUSG00000051116,Gm8121,5,processed_pseudogene
ENSMUSG00000051118,Olfr77,9,protein_coding
ENSMUSG00000051124,Gimap9,6,protein_coding
ENSMUSG00000051146,Camk2n2,16,protein_coding
ENSMUSG00000051147,Nat2,8,protein_coding
ENSMUSG00000051149,Adnp,2,protein_coding
ENSMUSG00000051154,Commd3,2,protein_coding
ENSMUSG00000051159,Cited1,X,protein_coding
ENSMUSG00000051166,Eml5,12,protein_coding
ENSMUSG00000051169,Rpusd3,6,protein_coding
ENSMUSG00000051177,Plcb1,2,protein_coding
ENSMUSG00000051184,Zfp524,7,protein_coding
ENSMUSG00000051185,Fam174a,1,protein_coding
ENSMUSG00000051212,Gpr183,14,protein_coding
ENSMUSG00000051220,Ercc6l,X,protein_coding
ENSMUSG00000051223,Bzw1,1,protein_coding
ENSMUSG00000051224,Tceanc,X,protein_coding
ENSMUSG00000051225,Fam83a,15,protein_coding
ENSMUSG00000051228,Nyx,X,protein_coding
ENSMUSG00000051232,Tmem199,11,protein_coding
ENSMUSG00000051234,Rnf7,9,protein_coding
ENSMUSG00000051235,Gen1,12,protein_coding
ENSMUSG00000051236,Msrb3,10,protein_coding
ENSMUSG00000051237,9230109A22Rik,15,lincRNA
ENSMUSG00000051238,Swsap1,9,protein_coding
ENSMUSG00000051242,Pcdhb9,18,protein_coding
ENSMUSG00000051243,Islr2,9,protein_coding
ENSMUSG00000051246,Msantd1,5,protein_coding
ENSMUSG00000051255,Gm6563,19,processed_pseudogene
ENSMUSG00000051256,Jagn1,6,protein_coding
ENSMUSG00000051262,Nat8f3,6,protein_coding
ENSMUSG00000051278,Zgrf1,3,protein_coding
ENSMUSG00000051279,Gdf6,4,protein_coding
ENSMUSG00000051285,Pcmtd1,1,protein_coding
ENSMUSG00000051306,Usp42,5,protein_coding
ENSMUSG00000051314,Ffar2,7,protein_coding
ENSMUSG00000051316,Taf7,18,protein_coding
ENSMUSG00000051319,Mtln,2,protein_coding
ENSMUSG00000051323,Pcdh19,X,protein_coding
ENSMUSG00000051329,Nup160,2,protein_coding
ENSMUSG00000051331,Cacna1c,6,protein_coding
ENSMUSG00000051335,Gfod1,13,protein_coding
ENSMUSG00000051339,2900026A02Rik,5,protein_coding
ENSMUSG00000051341,Zfp52,17,protein_coding
ENSMUSG00000051343,Rab11fip5,6,protein_coding
ENSMUSG00000051344,Plekhm3,1,protein_coding
ENSMUSG00000051346,Spryd4,10,protein_coding
ENSMUSG00000051351,Zfp46,4,protein_coding
ENSMUSG00000051354,Samd3,10,protein_coding
ENSMUSG00000051355,Commd1,11,protein_coding
ENSMUSG00000051359,Ncald,15,protein_coding
ENSMUSG00000051367,Six1,12,protein_coding
ENSMUSG00000051373,Plpp7,2,protein_coding
ENSMUSG00000051375,Pcdh1,18,protein_coding
ENSMUSG00000051378,Kif18b,11,protein_coding
ENSMUSG00000051379,Flrt3,2,protein_coding
ENSMUSG00000051390,Zbtb22,17,protein_coding
ENSMUSG00000051391,Ywhag,5,protein_coding
ENSMUSG00000051396,Gm45902,2,protein_coding
ENSMUSG00000051401,Kctd16,18,protein_coding
ENSMUSG00000051403,Ppp1r37,7,protein_coding
ENSMUSG00000051413,Plagl2,2,protein_coding
ENSMUSG00000051427,Ccdc157,11,protein_coding
ENSMUSG00000051435,Fhad1,4,protein_coding
ENSMUSG00000051439,Cd14,18,protein_coding
ENSMUSG00000051444,Bbs12,3,protein_coding
ENSMUSG00000051451,Crebzf,7,protein_coding
ENSMUSG00000051455,Meioc,11,protein_coding
ENSMUSG00000051457,Spn,7,protein_coding
ENSMUSG00000051469,Zfp24,18,protein_coding
ENSMUSG00000051483,Cbr1,16,protein_coding
ENSMUSG00000051486,Pcdhb11,18,protein_coding
ENSMUSG00000051495,Irf2bp2,8,protein_coding
ENSMUSG00000051498,Tlr6,5,protein_coding
ENSMUSG00000051499,Zfp786,6,protein_coding
ENSMUSG00000051502,Ufsp1,5,protein_coding
ENSMUSG00000051504,Siglech,7,protein_coding
ENSMUSG00000051506,Wdfy4,14,protein_coding
ENSMUSG00000051510,Mafg,11,protein_coding
ENSMUSG00000051515,Fam181b,7,protein_coding
ENSMUSG00000051517,Arhgef39,4,protein_coding
ENSMUSG00000051518,Rps19bp1,15,protein_coding
ENSMUSG00000051527,Usp29,7,protein_coding
ENSMUSG00000051537,Gm5124,X,transcribed_processed_pseudogene
ENSMUSG00000051550,Zfp579,7,protein_coding
ENSMUSG00000051557,Pusl1,4,protein_coding
ENSMUSG00000051579,Tceal8,X,protein_coding
ENSMUSG00000051586,Mical3,6,protein_coding
ENSMUSG00000051590,Map3k19,1,protein_coding
ENSMUSG00000051596,Otop1,5,protein_coding
ENSMUSG00000051606,2010001K21Rik,13,processed_transcript
ENSMUSG00000051615,Rap2a,14,protein_coding
ENSMUSG00000051616,C230029F24Rik,1,lincRNA
ENSMUSG00000051627,H1f4,13,protein_coding
ENSMUSG00000051650,B3gnt2,11,protein_coding
ENSMUSG00000051652,Lrrc3,10,protein_coding
ENSMUSG00000051669,AU021092,16,protein_coding
ENSMUSG00000051671,Coa6,8,protein_coding
ENSMUSG00000051674,Dcun1d4,5,protein_coding
ENSMUSG00000051675,Trim32,4,protein_coding
ENSMUSG00000051695,Pcbp1,6,protein_coding
ENSMUSG00000051703,Tmem198,1,protein_coding
ENSMUSG00000051705,Senp8,9,protein_coding
ENSMUSG00000051721,Wdcp,12,protein_coding
ENSMUSG00000051726,Kcnf1,12,protein_coding
ENSMUSG00000051727,Kctd14,7,protein_coding
ENSMUSG00000051728,Fam243,16,protein_coding
ENSMUSG00000051730,Mettl5,2,protein_coding
ENSMUSG00000051735,Rinl,7,protein_coding
ENSMUSG00000051736,Fam229b,10,protein_coding
ENSMUSG00000051747,Ttn,2,protein_coding
ENSMUSG00000051748,Wfdc21,11,protein_coding
ENSMUSG00000051768,Xrcc1,7,protein_coding
ENSMUSG00000051786,Tubgcp6,15,protein_coding
ENSMUSG00000051788,4930564D02Rik,3,protein_coding
ENSMUSG00000051790,Nlgn2,11,protein_coding
ENSMUSG00000051805,A530095I07Rik,13,antisense
ENSMUSG00000051811,Cox6b2,7,protein_coding
ENSMUSG00000051817,Sox12,2,protein_coding
ENSMUSG00000051832,E230016K23Rik,11,processed_transcript
ENSMUSG00000051839,Gypa,8,protein_coding
ENSMUSG00000051844,B230319C09Rik,6,processed_transcript
ENSMUSG00000051851,Rtl8c,X,protein_coding
ENSMUSG00000051853,Arf3,15,protein_coding
ENSMUSG00000051855,Mest,6,protein_coding
ENSMUSG00000051864,Tbc1d22a,15,protein_coding
ENSMUSG00000051890,Klhdc1,12,protein_coding
ENSMUSG00000051900,Abca16,7,protein_coding
ENSMUSG00000051906,Cd209f,8,protein_coding
ENSMUSG00000051910,Sox6,7,protein_coding
ENSMUSG00000051920,Rspo2,15,protein_coding
ENSMUSG00000051934,Spats2,15,protein_coding
ENSMUSG00000051950,B3glct,5,protein_coding
ENSMUSG00000051951,Xkr4,1,protein_coding
ENSMUSG00000051977,Prdm9,17,protein_coding
ENSMUSG00000051978,Erich1,8,protein_coding
ENSMUSG00000051984,Sec31b,19,protein_coding
ENSMUSG00000051989,Smim11,16,protein_coding
ENSMUSG00000051998,Lax1,1,protein_coding
ENSMUSG00000052013,Btla,16,protein_coding
ENSMUSG00000052026,Slc6a7,18,protein_coding
ENSMUSG00000052031,Tagap1,17,protein_coding
ENSMUSG00000052033,Pfdn4,2,protein_coding
ENSMUSG00000052040,Klf13,7,protein_coding
ENSMUSG00000052056,Zfp217,2,protein_coding
ENSMUSG00000052062,Pard3b,1,protein_coding
ENSMUSG00000052085,Dock8,19,protein_coding
ENSMUSG00000052087,Rgs14,13,protein_coding
ENSMUSG00000052102,Gnpda1,18,protein_coding
ENSMUSG00000052105,Mtcl1,17,protein_coding
ENSMUSG00000052125,F730043M19Rik,12,bidirectional_promoter_lncRNA
ENSMUSG00000052133,Sema5b,16,protein_coding
ENSMUSG00000052135,Foxo6,4,protein_coding
ENSMUSG00000052137,Rbm12b2,4,protein_coding
ENSMUSG00000052139,Babam2,5,protein_coding
ENSMUSG00000052142,Rasal3,17,protein_coding
ENSMUSG00000052143,Gm9869,9,antisense
ENSMUSG00000052144,Ppp4r2,6,protein_coding
ENSMUSG00000052146,Rps10,17,protein_coding
ENSMUSG00000052151,Plpp2,10,protein_coding
ENSMUSG00000052155,Acvr2a,2,protein_coding
ENSMUSG00000052160,Pld4,12,protein_coding
ENSMUSG00000052180,Serpinb6c,13,protein_coding
ENSMUSG00000052188,Gm14964,19,antisense
ENSMUSG00000052192,Gm5963,16,processed_pseudogene
ENSMUSG00000052214,Opa3,7,protein_coding
ENSMUSG00000052221,Ppp1r36,12,protein_coding
ENSMUSG00000052229,Gpr17,18,protein_coding
ENSMUSG00000052248,Zeb2os,2,antisense
ENSMUSG00000052253,Zfp622,15,protein_coding
ENSMUSG00000052273,Dnah3,7,protein_coding
ENSMUSG00000052281,Tspan32os,7,antisense
ENSMUSG00000052291,5330438D12Rik,10,processed_transcript
ENSMUSG00000052293,Taf9,13,protein_coding
ENSMUSG00000052295,8030423F21Rik,5,lincRNA
ENSMUSG00000052296,Ppp6r1,7,protein_coding
ENSMUSG00000052298,Cdc42se2,11,protein_coding
ENSMUSG00000052299,Ltn1,16,protein_coding
ENSMUSG00000052302,Tbc1d30,10,protein_coding
ENSMUSG00000052303,Mrgpra6,7,protein_coding
ENSMUSG00000052305,Hbb-bs,7,protein_coding
ENSMUSG00000052310,Slc39a1,3,protein_coding
ENSMUSG00000052316,Lrrc15,16,protein_coding
ENSMUSG00000052331,Ankrd44,1,protein_coding
ENSMUSG00000052336,Cx3cr1,9,protein_coding
ENSMUSG00000052337,Immt,6,protein_coding
ENSMUSG00000052353,Cemip,7,protein_coding
ENSMUSG00000052364,B630019K06Rik,X,protein_coding
ENSMUSG00000052369,Tmem106c,15,protein_coding
ENSMUSG00000052371,Hoxd3os1,2,antisense
ENSMUSG00000052372,Il1rapl1,X,protein_coding
ENSMUSG00000052373,Mpp3,11,protein_coding
ENSMUSG00000052374,Actn2,13,protein_coding
ENSMUSG00000052384,Nrros,16,protein_coding
ENSMUSG00000052387,Trpm3,19,protein_coding
ENSMUSG00000052392,Acot4,12,protein_coding
